creation_date,user_id,username,name,follower_count,following_count,favourites_count,is_private,is_verified,is_blue_verified,location,profile_pic_url,profile_banner_url,description,external_url,number_of_tweets,bot,timestamp,has_nft_avatar,category,default_profile,default_profile_image,listed_count,verified_type
Tue Jun 02 20:12:29 +0000 2009,44196397,elonmusk,Elon Musk,166232481,506,37957,,False,True,𝕏Ð,https://pbs.twimg.com/profile_images/1683325380441128960/yRsRRjGO_normal.jpg,https://pbs.twimg.com/profile_banners/44196397/1690621312,,,34934,False,1243973549,False,,False,False,149605,
